name,token,protocol_tvl,pool_tvl,network,address
"Ajna Pool YFI/DAI","DAI","81593","81593","mainnet","0x66ea46C6e7F9e5BB065bd3B1090FFF229393BA51"
"LlamaRisk crvUSD Vault","crvUSD","754873","754873","mainnet","0x67315dd969B8Cd3a3520C245837Bf71f54579C75"
"Gauntlet cbBTC Core","cbBTC","7236624","7236624","base","0x6770216aC60F634483Ec073cBABC4011c94307Cb"
"EVK Vault eWETH-3","WETH","2939","2939","mainnet","0x67e4e4e73947257Ca62D118E0FBC56D06f11d96F"
"Aave v3 EtherFi Market FRAX","FRAX","538052","538052","mainnet","0x6914ECCf50837dC61b43ee478a9BD9B439648956"
"Fluid GHO","GHO","12230010","12230010","mainnet","0x6A29A46E21C730DcA1d8b23d637c101cec605C5B"
"Aave v2 sUSD","sUSD","356402","356402","mainnet","0x6C5024Cd4F8A59110119C56f8933403A539555EB"
"USDC-A yVault","USDC","30160","30160","arbitrum","0x6FAF8b7fFeE3306EfcFc2BA9Fec912b4d49834C1"
"Aave v3 USDT","USDT","136733747","136733747","arbitrum","0x6ab707Aca953eDAeFBc4fD23bA73294241490620"
"Aave v3 USDT","USDT","19754432","19754432","optimism","0x6ab707Aca953eDAeFBc4fD23bA73294241490620"
"Aave v3 USDT","USDT","56173930","56173930","polygon","0x6ab707Aca953eDAeFBc4fD23bA73294241490620"
"Gauntlet WETH Core","WETH","16354454","16354454","base","0x6b13c060F13Af1fdB319F52315BbbF3fb1D88844"
"Aave v3 EURS","EURS","39240","39240","arbitrum","0x6d80113e533a2C0fe82EaBD35f1875DcEA89Ea97"
"Aave v3 sUSD","sUSD","10753645","10753645","optimism","0x6d80113e533a2C0fe82EaBD35f1875DcEA89Ea97"
"Notional Prime USDC","USDC","781398","781398","arbitrum","0x6f28cafe12bd97E474a52bcbfEa6F2c18AE0F53D"
"Compound v3 WETH","WETH","37759005","37759005","arbitrum","0x6f7D514bbD4aFf3BcD1140B7344b32f063dEe486"
"EVK Vault eUSDe-5","USDe","1038","1038","mainnet","0x6fc6BeCAe0fFAA08f699ec072f31983821a4D7ce"
"Moonwell USDbC","USDbC","31598","31598","base","0x703843C3379b52F9FF486c9f5892218d2a065cC8"
"Seamless AERO","AERO","457365","457365","base","0x70C75D336a84060afb393a69273CfD9e8103f2f3"
"ajna-reth-dai2","DAI","4999","4999","mainnet","0x70CC9700D5d9ac581BAde4eF8D77d4b55f0c20fa"
"Relend ETH","WETH","1066","1066","base","0x70F796946eD919E4Bc6cD506F8dACC45E4539771"
"Swaap Lend WETH","WETH","1467262","1467262","mainnet","0x716bF454066a84F39A2F78b5707e79a9d64f1225"
"Aave v3 USDC","USDC","300210410","300210410","arbitrum","0x724dc807b04555b71ed48a6896b6F41593b8C637"
"Data Nexus DA StakeWise V3","ETH","9717670","9717670","mainnet","0x729970a33B1680B763F941aa2Da9fA46c5DBDf5A"
"Euler Prime CBETH","cbETH","1697870","1697870","mainnet","0x7338d86137052F0dF6e9048d6D23e09735a99585"
"Aave v3 EtherFi Market USDC","USDC","11801","11801","mainnet","0x7380c583cDe4409eFF5DD3320D93a45D96B80E2e"
"Sturdy Aggregator - crvUSD","crvUSD","900027","900027","mainnet","0x73E4C11B670Ef9C025A030A20b72CB9150E54523"
"Moonwell DAI","DAI","108817","108817","base","0x73b06D8d18De422E269645eaCe15400DE7462417"
"Spark DAI Vault","DAI","725711251","725711251","mainnet","0x73e65DBD630f90604062f6E02fAb9138e713edD9"
"yearn-V3-LST-WSTETH","WETH","6947","6947","polygon","0x7486325A843590b84c98563c6962C58655569EcA"
"yPT-USDe-Zircuit (auto-rolling Pendle PT)","USDe","4715","4715","mainnet","0x76e9B1711D85BC9c88a437420787c34282956eC5"
"Metronome msETH Vault","msETH","3285225","3285225","mainnet","0x78B18E07dc43017fcEaabaD0751d6464c0F56b25"
"Re7 WETH","WETH","25659844","25659844","mainnet","0x78Fc2c2eD1A4cDb5402365934aE5648aDAd094d0"
"Fraxlend FRAX (WETH collateral)","FRAX","1263476","1263476","mainnet","0x794F6B13FBd7EB7ef10d1ED205c9a416910207Ff"
"Euler Prime USDC","USDC","11615414","11615414","mainnet","0x797DD80692c3b2dAdabCe8e30C07fDE5307D48a9"
"Prime Lido DAO Token","LDO","11169","11169","arbitrum","0x7D3A64905F87340f21F8E28ccAAF975B35b0Def6"
"ARB-1 yVault","ARB","5700","5700","arbitrum","0x7DEB119b92b76f78C212bc54FBBb34CEA75f4d4A"
"EVK Vault eETH+-1","ETH+","389120","389120","mainnet","0x7E8Ba73e62dc430A4Fc76E7bb4EA8de62CDe5fDc"
"Fox & Yaga StakeWise V3","ETH","432588","432588","mainnet","0x7Eed3ea8D83ba4Ccc1b20674F46825ece2fce594"
"Seamless EURC","EURC","350739","350739","base","0x7b35C044192b6399f5c646c68E83Df9316B56556"
"Seamless cbBTC","cbBTC","977235","977235","base","0x7b6E8F21103e475D7dADf2650fD9c6dd5357E04A"
"Compound V3 USD Lender","USDC","143776","143776","mainnet","0x7eE351aA702C8fC735D77Fb229b7676AC15D7c79"
"Pyth ETH","WETH","3551263","3551263","base","0x80D9964fEb4A507dD697b4437Fc5b25b618CE446"
"Data Nexus StakeWise V3","ETH","3189319","3189319","mainnet","0x8216e50b1dD76FAEb1ff4caFABA6790EA71910df"
"Apostro WBTC","WBTC","1793809","1793809","mainnet","0x82D2CE1f71cbe391c05E21132811e5172d51A6EE"
"Aave v3 DAI","DAI","2944971","2944971","optimism","0x82E64f49Ed5EC1bC6e43DAD4FC8Af9bb3A2312EE"
"Aave v3 DAI","DAI","7889325","7889325","polygon","0x82E64f49Ed5EC1bC6e43DAD4FC8Af9bb3A2312EE"
"Aave v3 DAI","DAI","10089371","10089371","arbitrum","0x82E64f49Ed5EC1bC6e43DAD4FC8Af9bb3A2312EE"
"Notional Prime WBTC","WBTC","3371673","3371673","mainnet","0x83706A2Ec580Fe1Fdb84744366FA02Fb8e25D29D"
"Savings Dai (sDAI)","DAI","634027864","634027864","mainnet","0x83F20F44975D03b1b09e64809B757c47f942BEeA"
"Overnight USDC+","USDC","75500757","75500757","base","0x85483696Cc9970Ad9EdD786b2C5ef735F38D156f"
"Origin Ether (OETH)","ETH","160366195","160366195","mainnet","0x856c4Efb76C1D1AE02e20CEB03A2A6a08b0b8dC3"
"Prime GMX","GMX","4136","4136","arbitrum","0x8652De5310746E8DE24Cbe17Ee8b5FE1e78febcC"
"Notional Prime rETH","rETH","69891","69891","arbitrum","0x866EB09d3D1397B8a28CFE5dCEeaED9362840385"
"Usual aggregator","USDC","128556","128556","mainnet","0x8670120c32DE7bc990e0FE3Bbd04704E98492F0a"
"Convex Curve Lending pufETH/crvUSD","crvUSD","1031285","1031285","mainnet","0x877be1eCAE8dD452dEfa63A59C00A9340018016c"
"Stargate USDC","USDC","3225474","3225474","arbitrum","0x892785f33CdeE22A30AEF750F285E18c18040c3e"
"Fluid Wrapped liquid staked Ether 2.0","wstETH","502475","502475","base","0x896E39f0E9af61ECA9dD2938E14543506ef2c2b5"
"Re7 USDA","USDA","15158","15158","mainnet","0x89D80f5e9BC88d8021b352064ae73F0eAf79EBd8"
"Stakingverse - Ethereum StakeWise V3","ETH","5469312","5469312","mainnet","0x8A93A876912c9F03F88Bc9114847cf5b63c89f56"
"Gauntlet USDT Prime","USDT","5555593","5555593","mainnet","0x8CB3649114051cA5119141a34C200D65dc0Faa73"
"Convex Curve Lending WETH/crvUSD","crvUSD","183697","183697","mainnet","0x8E01c8Bb252b3d6B529A8C4D7b4e216BbA81B83F"
"Aave v3 LUSD","LUSD","203943","203943","optimism","0x8Eb270e296023E9D92081fdF967dDd7878724424"
"Morpho Degen","DEGEN","185796","185796","base","0x8c3A6B12332a6354805Eb4b72ef619aEdd22BcdD"
"Stablecoin Maxi sUSDe","sUSDe","6104187","6104187","mainnet","0x8dDE384022D4dE1D6C67891a8865f551c444dc4C"
"Sturdy crvUSD/yean curve FRAX-crvUSD LP silo","crvUSD","65313","65313","mainnet","0x8dDE9A50a91cc0a5DaBdc5d3931c1AF60408c84D"
"Gauntlet USDC Core","USDC","113307965","113307965","mainnet","0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458"
"Aave v3 LUSD","LUSD","560219","560219","arbitrum","0x8ffDf2DE812095b1D19CB146E4c004587C0A0692"
"Fluid Wrapped Ether","WETH","2167330","2167330","mainnet","0x90551c1795392094FE6D29B758EcCD233cFAa260"
"Peer Ventures StakeWise V3","ETH","109584","109584","mainnet","0x907660805FB78aE4E8419f76537671CC4df2D4ab"
"Ajna Pool sDAI/USDC","USDC","44895","44895","mainnet","0x90Ac6604aE71B5D978f3fC6074078987249119Ea"
"Yearn v3 DAI-A","DAI","459698","459698","polygon","0x90b2f54C6aDDAD41b8f6c4fCCd555197BC0F773B"
"Verse ETH Staking StakeWise V3","ETH","492953","492953","mainnet","0x91211A4965e75152Cb549b308f8ba398c3aB337e"
"Stargate ETH","ETH","5108125","5108125","arbitrum","0x915A55e36A01285A14f05dE6e81ED9cE89772f8e"
"Yearn-Ajna Pool wstETH/WETH Vault","WETH","3780","3780","mainnet","0x91603C7fb539f2DA2da93Ba6Bec696A47e46bBA2"
"EVK Vault eUNI-1","UNI","1541","1541","mainnet","0x9167Ff08C18Ea05d70D5CBf0c576A33DCeE6de06"
"DAI-2 yVault","DAI","1082364","1082364","mainnet","0x92545bCE636E6eE91D88D2D017182cD0bd2fC22e"
"Fluid Wrapped Ether","WETH","623928","623928","base","0x9272D6153133175175Bc276512B2336BE3931CE9"
"Convex Curve Lending wstETH/crvUSD","crvUSD","1037","1037","mainnet","0x9360F9904FAAF70D834c93E41782f3A07EAf0f91"
"GHO aggregator","GHO","139875","139875","mainnet","0x93eBc3cA85F96aFD72edB914e833Fe18888DE179"
"Re7 USDT","USDT","1536316","1536316","mainnet","0x95EeF579155cd2C5510F312c8fA39208c3Be01a8"
"Frens (🤝,🤝) StakeWise V3","ETH","3708","3708","mainnet","0x9633b4D631D363fc8337FaD80A6D0932E8767662"
"Blockshard Pioneers Vault  StakeWise V3","ETH","908242","908242","mainnet","0x96fB413349cB4EC17410DF929898AE9c0e56Ae40"
"Overnight DAI+","DAI","4631","4631","optimism","0x970D50d09F3a656b43E11B0D45241a84e3a6e011"
"Aave v3 USDC","USDC","2256730843","2256730843","mainnet","0x98C23E9d8f34FEFb1B7BD6a91B7FF122F4e16F5c"
"MEV Capital cbBTC","cbBTC","8156321","8156321","mainnet","0x98cF0B67Da0F16E1F8f1a1D23ad8Dc64c0c70E0b"
"Stakely StakeWise V3","ETH","1151194","1151194","mainnet","0x99510bFc5D420cd3c41458F4692B1C3321908734"
"Compound v3 USDT","USDT","5289814","5289814","optimism","0x995E394b8B2437aC8Ce61Ee0bC610D617962B214"
"Spark rETH","rETH","112898640","112898640","mainnet","0x9985dF20D7e9103ECBCeb16a84956434B6f06ae8"
"Euler Prime WBTC","WBTC","5632420","5632420","mainnet","0x998D761eC1BAdaCeb064624cc3A1d37A46C88bA4"
"EVK Vault eUSDC-12","USDC","1144","1144","mainnet","0x99ba39845C4A12341C4B8cCEba1F11F4f6f84046"
"Ethena Staked USDe","USDe","4471002429","4471002429","mainnet","0x9D39A5DE30e57443BfF2A8307A4256c8797A3497"
"Yearn USDC.e-2","USDC","246416","246416","arbitrum","0x9FA306b1F4a6a83FEC98d8eBbaBEDfF78C407f6B"
"Fluid USD Coin","USDC","156831661","156831661","mainnet","0x9Fb7b4477576Fe5B32be4C1843aFB1e55F251B33"
"MEV Capital wETH","WETH","39545984","39545984","mainnet","0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8"
"01node StakeWise V3 Vault StakeWise V3","ETH","154450","154450","mainnet","0x9c29c571847A68A947AceC8bacd303e36bC72ec5"
"Compound v3 USDbC","USDbC","712181","712181","base","0x9c4ec768c28520B50860ea7a15bd7213a9fF58bf"
"Compound v3 USDC","USDC","35477095","35477095","arbitrum","0x9c4ec768c28520B50860ea7a15bd7213a9fF58bf"
"Arcadia cbBTC","cbBTC","405046","405046","base","0x9c63A4c499B323a25D389Da759c2ac1e385eEc92"
"Euler Prime wM","wM","480814","480814","mainnet","0x9c6e67fA86138Ab49359F595BfE4Fb163D0f16cc"
"usdc-vault","USDC","13509","13509","mainnet","0x9cFb40acedaC259B1d23e790f6c6D0C3898361Ad"
"Ajna Pool rETH/DAI","DAI","46082","46082","mainnet","0x9cdB48FcBd8241Bb75887AF04d3b1302c410F671"
"Euler Prime TBTC","tBTC","1091272","1091272","mainnet","0x9e714434A1c94B842b75631a70E07d13f2575368"
"Lido stMATIC","MATIC","31241324","31241324","mainnet","0x9ee91F9f426fA633d227f7a9b000E28b9dfd8599"
"Aave v2 WBTC","WBTC","293163327","293163327","mainnet","0x9ff58f4fFB29fA2266Ab25e75e2A8b3503311656"
"Yearn v3 USDC.e-A","USDC","674839","674839","polygon","0xA013Fbd4b711f9ded6fB09C1c0d358E2FbC2EAA0"
"Re7 cbBTC","cbBTC","1925423","1925423","mainnet","0xA02F5E93f783baF150Aa1F8b341Ae90fe0a772f7"
"Instadapp ETH v2","stETH","157109968","157109968","mainnet","0xA0D3707c569ff8C87FA923d3823eC5D81c98Be78"
"Prime Coinbase Wrapped Staked ETH","cbETH","18630","18630","arbitrum","0xA135D7f10545e3a45e24e79eCD4e4c3c78cF56Bf"
